source,target,weight
Dependencia de oxígeno suplementario,Otra hipertensión pulmonar secundaria,4
Dependencia de otras máquinas y dispositivos de apoyo,Otra hipertensión pulmonar secundaria,2
Esquizofrenia,Otra hipertensión pulmonar secundaria,5
"Anemia ferropénica, no especificada","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Talasemia, no especificada","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Diabetes mellitus tipo 2 sin complicaciones,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Obesidad mórbida (severa) con hipoventilación alveolar,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Obesidad, no especificada","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Hiperlipidemia, no especificada","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Acidosis,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Esquizofrenia, no especificada","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,"Insuficiencia cardiaca diastólica (congestiva), no especificada",2
Otros tipos de trastornos específicos de personalidad,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Apnea obstructiva del sueño (del adulto) (pediátrica),"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Insuficiencia tricuspídea reumática,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Trastornos reumáticos tanto de la válvula mitral como de la tricúspide,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Hipertensión esencial (primaria),"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Enfermedad cardíaca hipertensiva con insuficiencia cardiaca,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Enfermedad isquémica crónica cardiaca, no especificada","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Otra hipertensión pulmonar secundaria,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Somnolencia,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Índice de masa corporal [IMC] 39.0-39.9, adulto","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Uso prolongado (actual) de anticoagulantes,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Uso prolongado (actual) de esteroides inhalados,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Otro tipo de estado de alergia, distinta a fármacos, medicamentos y sustancias biológicas","Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Presencia de válvula cardiaca protésica,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Dependencia de oxígeno suplementario,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Dependencia de otras máquinas y dispositivos de apoyo,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
Esquizofrenia,"Insuficiencia cardiaca diastólica (congestiva), no especificada",1
"Anemia ferropénica, no especificada","Insuficiencia cardiaca, no especificada",12
"Talasemia, no especificada","Insuficiencia cardiaca, no especificada",1
Diabetes mellitus tipo 2 sin complicaciones,"Insuficiencia cardiaca, no especificada",28
Obesidad mórbida (severa) con hipoventilación alveolar,"Insuficiencia cardiaca, no especificada",10
"Obesidad, no especificada","Insuficiencia cardiaca, no especificada",10
"Hiperlipidemia, no especificada","Insuficiencia cardiaca, no especificada",11
Acidosis,"Insuficiencia cardiaca, no especificada",4
"Esquizofrenia, no especificada","Insuficiencia cardiaca, no especificada",29
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,"Insuficiencia cardiaca, no especificada",22
Otros tipos de trastornos específicos de personalidad,"Insuficiencia cardiaca, no especificada",1
Apnea obstructiva del sueño (del adulto) (pediátrica),"Insuficiencia cardiaca, no especificada",7
Insuficiencia tricuspídea reumática,"Insuficiencia cardiaca, no especificada",4
Trastornos reumáticos tanto de la válvula mitral como de la tricúspide,"Insuficiencia cardiaca, no especificada",3
Hipertensión esencial (primaria),"Insuficiencia cardiaca, no especificada",21
Enfermedad cardíaca hipertensiva con insuficiencia cardiaca,"Insuficiencia cardiaca, no especificada",16
"Enfermedad isquémica crónica cardiaca, no especificada","Insuficiencia cardiaca, no especificada",1
Otra hipertensión pulmonar secundaria,"Insuficiencia cardiaca, no especificada",11
"Insuficiencia cardiaca diastólica (congestiva), no especificada","Insuficiencia cardiaca, no especificada",1
Somnolencia,"Insuficiencia cardiaca, no especificada",2
"Índice de masa corporal [IMC] 39.0-39.9, adulto","Insuficiencia cardiaca, no especificada",1
Uso prolongado (actual) de anticoagulantes,"Insuficiencia cardiaca, no especificada",18
Uso prolongado (actual) de esteroides inhalados,"Insuficiencia cardiaca, no especificada",1
"Otro tipo de estado de alergia, distinta a fármacos, medicamentos y sustancias biológicas","Insuficiencia cardiaca, no especificada",2
Presencia de válvula cardiaca protésica,"Insuficiencia cardiaca, no especificada",3
Dependencia de oxígeno suplementario,"Insuficiencia cardiaca, no especificada",13
Dependencia de otras máquinas y dispositivos de apoyo,"Insuficiencia cardiaca, no especificada",5
Esquizofrenia,"Insuficiencia cardiaca, no especificada",19
"Anemia ferropénica, no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,2
"Talasemia, no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Diabetes mellitus tipo 2 sin complicaciones,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Obesidad mórbida (severa) con hipoventilación alveolar,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
"Obesidad, no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,2
"Hiperlipidemia, no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,2
Acidosis,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,2
"Esquizofrenia, no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,3
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,2
Otros tipos de trastornos específicos de personalidad,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Apnea obstructiva del sueño (del adulto) (pediátrica),Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Insuficiencia tricuspídea reumática,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Trastornos reumáticos tanto de la válvula mitral como de la tricúspide,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Hipertensión esencial (primaria),Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,2
Enfermedad cardíaca hipertensiva con insuficiencia cardiaca,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
"Enfermedad isquémica crónica cardiaca, no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Otra hipertensión pulmonar secundaria,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
"Insuficiencia cardiaca diastólica (congestiva), no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
"Insuficiencia cardiaca, no especificada",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Somnolencia,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
"Índice de masa corporal [IMC] 39.0-39.9, adulto",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Uso prolongado (actual) de anticoagulantes,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Uso prolongado (actual) de esteroides inhalados,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
"Otro tipo de estado de alergia, distinta a fármacos, medicamentos y sustancias biológicas",Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Presencia de válvula cardiaca protésica,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Dependencia de oxígeno suplementario,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Dependencia de otras máquinas y dispositivos de apoyo,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,1
Esquizofrenia,Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,3
"Anemia ferropénica, no especificada",Rinitis alérgica debida a polen,1
"Talasemia, no especificada",Rinitis alérgica debida a polen,1
Diabetes mellitus tipo 2 sin complicaciones,Rinitis alérgica debida a polen,1
Obesidad mórbida (severa) con hipoventilación alveolar,Rinitis alérgica debida a polen,1
"Obesidad, no especificada",Rinitis alérgica debida a polen,1
"Hiperlipidemia, no especificada",Rinitis alérgica debida a polen,1
Acidosis,Rinitis alérgica debida a polen,1
"Esquizofrenia, no especificada",Rinitis alérgica debida a polen,1
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,Rinitis alérgica debida a polen,4
Otros tipos de trastornos específicos de personalidad,Rinitis alérgica debida a polen,1
Apnea obstructiva del sueño (del adulto) (pediátrica),Rinitis alérgica debida a polen,1
Insuficiencia tricuspídea reumática,Rinitis alérgica debida a polen,1
Trastornos reumáticos tanto de la válvula mitral como de la tricúspide,Rinitis alérgica debida a polen,1
Hipertensión esencial (primaria),Rinitis alérgica debida a polen,1
Enfermedad cardíaca hipertensiva con insuficiencia cardiaca,Rinitis alérgica debida a polen,1
"Enfermedad isquémica crónica cardiaca, no especificada",Rinitis alérgica debida a polen,1
Otra hipertensión pulmonar secundaria,Rinitis alérgica debida a polen,1
"Insuficiencia cardiaca diastólica (congestiva), no especificada",Rinitis alérgica debida a polen,1
"Insuficiencia cardiaca, no especificada",Rinitis alérgica debida a polen,1
Gripe debida a otros tipos de virus de la gripe identificados con neumonía de tipo no especificada,Rinitis alérgica debida a polen,1
Somnolencia,Rinitis alérgica debida a polen,1
"Índice de masa corporal [IMC] 39.0-39.9, adulto",Rinitis alérgica debida a polen,1
Uso prolongado (actual) de anticoagulantes,Rinitis alérgica debida a polen,1
Uso prolongado (actual) de esteroides inhalados,Rinitis alérgica debida a polen,1
"Otro tipo de estado de alergia, distinta a fármacos, medicamentos y sustancias biológicas",Rinitis alérgica debida a polen,1
Presencia de válvula cardiaca protésica,Rinitis alérgica debida a polen,1
Dependencia de oxígeno suplementario,Rinitis alérgica debida a polen,1
Dependencia de otras máquinas y dispositivos de apoyo,Rinitis alérgica debida a polen,1
Esquizofrenia,Rinitis alérgica debida a polen,2
"Anemia ferropénica, no especificada",Otras enfermedades especificadas de la nariz y de los senos nasales,1
"Talasemia, no especificada",Otras enfermedades especificadas de la nariz y de los senos nasales,1
Diabetes mellitus tipo 2 sin complicaciones,Otras enfermedades especificadas de la nariz y de los senos nasales,1
Obesidad mórbida (severa) con hipoventilación alveolar,Otras enfermedades especificadas de la nariz y de los senos nasales,1
"Obesidad, no especificada",Otras enfermedades especificadas de la nariz y de los senos nasales,1
"Hiperlipidemia, no especificada",Otras enfermedades especificadas de la nariz y de los senos nasales,1
Acidosis,Otras enfermedades especificadas de la nariz y de los senos nasales,1
"Esquizofrenia, no especificada",Otras enfermedades especificadas de la nariz y de los senos nasales,1
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,Otras enfermedades especificadas de la nariz y de los senos nasales,2
Otros tipos de trastornos específicos de personalidad,Otras enfermedades especificadas de la nariz y de los senos nasales,1
Apnea obstructiva del sueño (del adulto) (pediátrica),Otras enfermedades especificadas de la nariz y de los senos nasales,1
Insuficiencia tricuspídea reumática,Otras enfermedades especificadas de la nariz y de los senos nasales,1
Trastornos reumáticos tanto de la válvula mitral como de la tricúspide,Otras enfermedades especificadas de la nariz y de los senos nasales,1
Hipertensión esencial (primaria),Otras enfermedades especificadas de la nariz y de los senos nasales,1
Enfermedad cardíaca hipertensiva con insuficiencia cardiaca,Otras enfermedades especificadas de la nariz y de los senos nasales,1
